"SQUARE","Z..m.","DEPTH","N","Numéro.EBS"
NA,NA,NA,NA,"62098"
"D-E",NA,28.5,NA,"62098 A"
NA,NA,NA,NA,"62099"
NA,NA,NA,NA,"62100"
NA,NA,NA,NA,"62101"
NA,NA,NA,NA,"62102"
NA,NA,NA,NA,"62103"
NA,NA,NA,NA,"62104"
NA,NA,NA,NA,"62105"
"H-I",NA,93,NA,"62106"
NA,NA,NA,NA,"62107"
NA,NA,NA,NA,"62108"
NA,NA,NA,NA,"62109"
NA,NA,NA,NA,"62110"
NA,NA,NA,NA,"62111"
NA,NA,NA,NA,"62112"
NA,NA,NA,NA,"62113"
NA,NA,NA,NA,"62114"
NA,NA,NA,NA,"62115"
NA,NA,NA,NA,"62116"
NA,NA,NA,NA,"62117"
NA,NA,NA,NA,"62118"
NA,NA,NA,NA,"62119"
NA,NA,NA,NA,"62120"
NA,NA,NA,NA,"62121"
NA,NA,NA,NA,"62122"
NA,NA,NA,NA,"62123"
NA,NA,NA,NA,"62124"
NA,NA,NA,NA,"62125"
NA,NA,NA,NA,"62126"
NA,NA,NA,NA,"62127"
NA,NA,NA,NA,"62128"
NA,NA,NA,NA,"62129"
NA,NA,NA,NA,"62130"
NA,NA,NA,NA,"62131"
NA,NA,NA,NA,"62132"
"C",NA,10,NA,"62133"
"C",NA,45,NA,"62134"
"C",NA,142,NA,"62135"
"C",NA,142,NA,"62136"
"C",NA,142,NA,"62137"
"C",NA,142,NA,"62138"
"C",NA,200,NA,"62139"
"C",NA,201,NA,"62140"
"C",NA,201,NA,"62141"
"C",NA,208,NA,"62142"
"C",NA,210,NA,"62143"
"C",NA,220,NA,"62144"
"C",NA,220,NA,"62145"
"C",NA,NA,44,"62146"
"D",NA,137,NA,"62147"
"D",NA,137,NA,"62148"
"D",NA,137,NA,"62149"
"D",NA,138,NA,"62150"
"D",NA,144,NA,"62151"
"D",NA,144,NA,"62152"
"D",NA,144,NA,"62153"
"D",NA,144,NA,"62154"
"D",NA,150,NA,"62155"
"D",NA,150,NA,"62156"
"D",NA,150,NA,"62157"
"D",NA,150,NA,"62158"
"D",NA,152,NA,"62159"
"D",NA,153,NA,"62160"
"D",NA,153,NA,"62161"
"D",NA,153,NA,"62162"
"D",NA,155,NA,"62163"
"D",NA,155,NA,"62164"
"D",NA,155,NA,"62165"
"D",NA,156,NA,"62166"
"D",NA,156,NA,"62167"
"D",NA,150,NA,"62168"
"D",NA,160,NA,"62169"
"D",NA,165,NA,"62170"
"D",NA,165,NA,"62171"
"D",NA,162,NA,"62172"
"D",NA,162,NA,"62173"
"D",NA,162,NA,"62174"
"D",NA,162,NA,"62175"
"D",NA,200,NA,"62176"
"D",NA,206,NA,"62177"
"D",NA,207,NA,"62178"
"D",NA,208,NA,"62179"
"D",NA,222,NA,"62180"
"D",NA,222,NA,"62181"
"D",NA,224,NA,"62182"
"D",NA,224,NA,"62182 A"
"D",NA,224,NA,"62183"
"D",NA,224,NA,"62184"
"D",NA,224,NA,"62185"
"D",NA,224,NA,"62186"
"D",NA,224,NA,"62187"
"D",NA,224,NA,"62188"
"D",NA,224,NA,"62189"
"D",NA,226,NA,"62190"
"D",NA,226,NA,"62191"
"D",NA,226,NA,"62192"
"D",NA,230,NA,"62193"
"D",NA,230,NA,"62194"
"D",NA,250,NA,"62195"
"E-F",NA,82,NA,"62196"
"E",NA,115,NA,"62197"
"E",NA,130,2,"62198"
"E",NA,140,4,"62199"
"E",NA,140,NA,"62200"
"E",NA,140,NA,"62201"
"E",NA,146,NA,"62202"
"E",NA,157,NA,"62203"
"E",NA,153,NA,"62204"
"E",NA,153,NA,"62204 A"
"E",NA,154,NA,"62205"
"E",NA,157,3,"62206"
"E",NA,151,NA,"62207"
"E",NA,157,NA,"62208"
"E",NA,157,NA,"62209"
"E",NA,160,NA,"62210"
"E",NA,162,NA,"62211"
"E",NA,NA,6,"62212"
"E",NA,212,NA,"62213"
"E",NA,220,NA,"62214"
"E",NA,223,NA,"62215"
"E",NA,246,NA,"62216"
"E",NA,281,NA,"62217"
"F",NA,99,NA,"62218"
"F",NA,99,NA,"62219"
"F",NA,99,NA,"62220"
"F",NA,142,NA,"62222"
"F",NA,141,NA,"62223"
"F",NA,161,NA,"62224"
"F",NA,162,NA,"62225"
"F",NA,170,NA,"62226"
"F",NA,171,NA,"62227"
"F",NA,183,NA,"62228"
"F",NA,186,NA,"62229"
"G",NA,169,NA,"62230"
"G",NA,169,NA,"62231"
"G",NA,237,NA,"62232"
"G",NA,283,NA,"62233"
"G",NA,288,NA,"62234"
"H",NA,125,NA,"62235"
"H",NA,140,NA,"62236"
"H",NA,146,NA,"62237"
"H",NA,147,NA,"62238"
"H",NA,149,NA,"62239"
"H",NA,150,NA,"62240"
"H",NA,150,NA,"62241"
"H",NA,155,NA,"62242"
"H",NA,155,NA,"62243"
"H",NA,155,NA,"62244"
"H",NA,156,NA,"62245"
"H",NA,159,NA,"62246"
"H",NA,167,NA,"62247"
"H",NA,110,NA,"62248"
"I",NA,196,NA,"62249"
"I",NA,196,NA,"62250"
"I",NA,196,NA,"62251"
"I",NA,196,NA,"62252"
"I",NA,110,NA,"62253"
"I",NA,118,NA,"62254"
"I",NA,120,NA,"62255"
"I",NA,120,NA,"62256"
"I",NA,120,NA,"62257"
"I",NA,133,NA,"62258"
"I",NA,144,NA,"62259"
"I",NA,144,NA,"62260"
"I",NA,148,NA,"62261"
"I",NA,153,NA,"62262"
"I",NA,153,NA,"62263"
"I",NA,155,NA,"62264"
"I",NA,214,NA,"62265"
"I",NA,235,NA,"62266"
"I",NA,245,NA,"62267"
"I",NA,245,NA,"62268"
"I",NA,245,NA,"62269"
"I",NA,260,NA,"62270"
"I",NA,260,NA,"62271"
"I",NA,260,NA,"62272"
"I",NA,260,NA,"62273"
"J",NA,140,NA,"62274"
"J",NA,147,NA,"62275"
"J",NA,224,NA,"62276"
"J",NA,270,NA,"62277"
"K",NA,83,NA,"62278"
"K",NA,82,NA,"62279"
"K",NA,104,NA,"62280"
"K",NA,110,NA,"62281"
"K",NA,115,NA,"62282"
"K",NA,110,NA,"62283"
"K",NA,110,NA,"62284"
"K",NA,117,4,"62285"
"K",NA,128,NA,"62286"
"K",NA,128,NA,"62287"
"K",NA,128,NA,"62288"
"K",NA,155,NA,"62289"
"K",NA,155,NA,"62290"
"K",NA,155,NA,"62291"
"K",NA,155,NA,"62292"
"K",NA,155,NA,"62293"
"K",NA,155,NA,"62294"
"K",NA,155,NA,"62295"
"K",NA,NA,5,"62296"
"K",NA,216,NA,"62297"
"L",NA,120,NA,"62298"
"L",NA,120,NA,"62299"
"L",NA,120,NA,"62300"
"L",NA,129,NA,"62301"
"L",NA,131,NA,"62302"
"L",NA,131,NA,"62303"
"L",NA,136,NA,"62304"
"L",NA,136,NA,"62305"
"L",NA,140,NA,"62306"
"L",NA,140,NA,"62307"
"L",NA,141,NA,"62308"
"L",NA,142,NA,"62309"
"L",NA,142,NA,"62310"
"L",NA,147,NA,"62311"
"L",NA,147,NA,"62312"
"L",NA,151,NA,"62313"
"L",NA,151,NA,"62314"
"L",NA,151,NA,"62315"
"L",NA,151,NA,"62316"
"L",NA,152,NA,"62317"
"L",NA,152,NA,"62318"
"L",NA,152,NA,"62319"
"L",NA,153,NA,"62320"
"L",NA,153,NA,"62321"
"L",NA,153,NA,"62322"
"L",NA,154,NA,"62323"
"L",NA,156,NA,"62324"
"L",NA,156,NA,"62325"
"L",NA,166,NA,"62326"
"L",NA,166,NA,"62327"
"L",NA,171,NA,"62328"
"L",NA,181,NA,"62329"
"M",NA,92,NA,"62331"
"M",NA,92,NA,"62481"
"M",NA,99,NA,"62482"
"M",NA,99,NA,"62483"
"M",-1.67,126,NA,"60565"
"M",-1.73,126,3,"62333"
"M",NA,129,NA,"62334"
"M",NA,129,NA,"62335"
"M",NA,134,2,"62336"
"M",NA,136,7,"62496"
"M",NA,138,6,"62494"
"M",NA,142,NA,"62495"
"M",NA,143,NA,"62497"
"M",NA,145,NA,"62337"
"M",NA,148,NA,"62338"
"M",NA,148,NA,"62339"
"M",NA,148,NA,"62484"
"M",NA,148,NA,"62485"
"M",NA,148,NA,"62486"
"M",NA,160,NA,"62340"
"M",NA,160,NA,"62341"
"M",NA,160,NA,"62487"
"M",NA,160,NA,"62488"
"M",NA,160,NA,"62489"
"F",NA,181,NA,"62354"
"F",NA,181,NA,"62355"
"N",NA,196,NA,"62356"
"N'",NA,70,NA,"62357"
"N'",NA,101,NA,"62358"
"C-N",NA,102,NA,"62359"
"N'",NA,130,NA,"62360"
"N'",NA,139,4,"62361"
"N'",NA,143,9,"62362"
"N'",NA,164,NA,"62363"
"x",-4.27,NA,NA,"60699"
"x",-4.3,NA,4,"60765"
"x",-4.34,NA,NA,"60700"
"x",-4.51,NA,NA,"60701"
"x",-4.56,NA,2,"60766"
"x",-4.64,NA,NA,"60768"
"x",-4.86,NA,NA,"60770"
"x",-4.87,NA,NA,"60702"
"x",-4.87,NA,3,"60769"
"x",-4.89,NA,NA,"55477"
"x",-4.89,NA,NA,"60703"
"x",-4.89,NA,NA,"55477"
"x",-4.95,NA,NA,"60704"
"x",-5.01,NA,NA,"60705"
"x",-5.01,NA,2,"60771"
"x",-5.11,NA,NA,"55478"
"x",-5.11,NA,NA,"55479"
"x",-5.11,NA,NA,"55478"
"x",-5.17,NA,NA,"55479"
"x",-5.23,NA,NA,"60706"
"x",-5.51,NA,NA,"60709"
"x",-5.52,NA,NA,"60711"
"x",-5.58,NA,41,"60772"
"x",-5.59,NA,NA,"60707"
"x",-5.63,NA,NA,"60708"
"x",-5.81,NA,NA,"60710"
"x",NA,NA,NA,"60713"
"x",NA,NA,NA,"60715"
"x",NA,NA,NA,"60717"
"x",NA,NA,8,"60773"
"x",NA,NA,6,"60774"
"x",NA,NA,4,"60776"
"x",NA,NA,4,"60830"
"x",NA,94,NA,"62364"
"x",NA,130,NA,"62365"
"x",NA,158,NA,"62366"
"x",NA,162,NA,"62367"
"x",NA,261,3,"62377"
"x",NA,267,2,"62378"
NA,NA,NA,NA,"62405"
NA,NA,NA,NA,"62406"
NA,NA,NA,NA,"62407"
NA,NA,NA,NA,"62408"
NA,NA,NA,NA,"62409"
NA,NA,NA,NA,"62410"
NA,NA,NA,NA,"62411"
NA,NA,NA,NA,"62412"
NA,NA,NA,NA,"62413"
NA,NA,NA,NA,"62414"
NA,NA,NA,NA,"62415"
NA,NA,NA,NA,"62416"
NA,NA,NA,NA,"62417"
"C",NA,142,NA,"62418"
"C",NA,142,NA,"62419"
"C",NA,142,NA,"62420"
"C",NA,142,NA,"62421"
"C",NA,142,4,"62422"
"C",NA,142,NA,"62422"
"D",NA,137,NA,"62423"
"D",NA,137,NA,"62424"
"D",NA,147,NA,"62425"
"D",NA,144,NA,"62426"
"D",NA,152,NA,"62427"
"H",NA,155,NA,"62428"
"D",NA,156,NA,"62429"
"D",NA,157,NA,"62430"
"D",NA,160,NA,"62431"
"D",NA,162,NA,"62432"
"D",NA,162,NA,"62433"
"D",NA,162,NA,"62434"
"D",NA,162,NA,"62435"
"D",NA,168,NA,"62436"
"E",NA,105,2,"62437"
"E",NA,146,NA,"62438"
"E",NA,148,NA,"62439"
"E",NA,158,NA,"62440"
"E",NA,160,3,"62441"
"E",NA,160,2,"62442"
"E",NA,165,NA,"62443"
"E",NA,188,NA,"62444"
"E",NA,188,NA,"62445"
"F",NA,NA,NA,"62446"
"F",NA,176,NA,"62447"
"F",NA,176,NA,"62448"
"F",NA,176,NA,"62449"
"F",NA,176,NA,"62450"
"F",NA,176,NA,"62451"
"F",NA,176,NA,"62452"
"x",NA,176,NA,"62453"
"F",NA,183,NA,"62454"
"F",NA,183,NA,"62455"
"F",NA,183,NA,"62456"
"F",NA,183,NA,"62457"
"G",NA,115,NA,"62458"
"G",NA,132,NA,"62459"
"G",NA,132,NA,"62460"
"G",NA,132,NA,"62461"
NA,NA,NA,NA,"62462"
"H",NA,137,NA,"62463"
"H",NA,155,NA,"62464"
"H",NA,163,NA,"62465"
"I",NA,150,NA,"62466"
"I",NA,153,NA,"62467"
"J",NA,116,NA,"62468"
"J",NA,146,NA,"62469"
"J",NA,146,NA,"62470"
"J",NA,148,NA,"62471"
"J",NA,150,NA,"62472"
"J",NA,151,NA,"62473"
NA,NA,NA,NA,"62473 A"
"J",NA,164,2,"62474"
NA,NA,NA,NA,"62474 A"
"J",NA,164,2,"62475"
"L",NA,131,NA,"62476"
"L",NA,154,NA,"62477"
"L",NA,154,NA,"62478"
"M",NA,160,NA,"62490"
"M",NA,170,8,"62342"
"M",NA,170,NA,"62343"
"M",NA,179,NA,"62491"
"M",NA,179,NA,"62492"
"M",NA,184,5,"62344"
"M",NA,185,9,"62345"
"M",NA,186,7,"62346"
"M",NA,188,9,"62347"
"M",NA,191,11,"62348"
"M",NA,191,4,"62349"
"M",NA,193,5,"62350"
"M",NA,194,4,"62351"
"M",NA,398,NA,"62352"
"M",NA,400,NA,"62353"
"M",-2.27,NA,NA,"60662"
"M",-0.99,NA,NA,"62332"
"M",NA,85,NA,"62479"
"M",NA,NA,3,"62493"
"D",NA,163,NA,"62498"
"N",NA,111,3,"62499"
"N",NA,140,NA,"62499 A"
"N",NA,170,NA,"62500"
"N'",NA,192,NA,"62501"
"N'",NA,90,NA,"62501 A"
"N'",NA,124,NA,"62502"
"N'",NA,130,NA,"62503"
"N'",NA,132,NA,"62504"
"N'",NA,133,NA,"62505"
"N'",NA,134,NA,"62506"
"N'",NA,134,NA,"62507"
"N'",NA,138,NA,"62508"
"N'",NA,140,NA,"62509"
"N'",NA,140,NA,"62510"
"N'",NA,140,NA,"62511"
"N'",NA,140,NA,"62512"
"N'",NA,140,NA,"62513"
"N'",NA,140,NA,"62514"
"N'",NA,140,NA,"62515"
"N'",NA,140,NA,"62516"
"N'",NA,140,6,"62517"
"N'",NA,140,12,"62518"
"N'",NA,NA,NA,"62519"
"N'",NA,141,NA,"62520"
"N'",NA,141,NA,"62521"
"N'",NA,142,NA,"62522"
"N'",NA,142,NA,"62523"
"N'",NA,144,NA,"62524"
"N'",NA,144,NA,"62525"
"C-D",NA,146,NA,"62526"
NA,NA,NA,NA,"62527"
"C-D",NA,154,NA,"62528"
"C-D",NA,154,NA,"62529"
"C-D",NA,154,NA,"62530"
"C-D",NA,154,NA,"62531"
"C-D",NA,160,NA,"62532"
"C-D",NA,160,NA,"62533"
"D-E",NA,148,NA,"62534"
"D-E",NA,148,NA,"62535"
"D-E",NA,148,NA,"62536"
"D-F",NA,157,3,"62537"
"D-H",NA,150,NA,"62538"
"D-H",NA,160,NA,"62539"
"F-J",NA,150,NA,"62540"
NA,NA,NA,NA,"62540 A"
"H-I",NA,150,NA,"62541"
"H-I",NA,150,NA,"62542"
"I-E",NA,150,NA,"62543"
"I-E",NA,154,7,"62544"
"I-E",NA,174,NA,"62545"
"E-I",NA,227,NA,"62546"
"E-I",NA,230,NA,"62547"
"E-I",NA,231,NA,"62548"
"G-K",NA,80,NA,"62549"
"M-N",NA,NA,NA,"62550"
"D-M",NA,111,NA,"62551"
"D-M",NA,147,NA,"62552"
"D-M",NA,147,5,"62553"
"D-M",NA,148,NA,"62554"
"D-M",NA,148,NA,"62555"
"D-M",NA,148,NA,"62556"
"D-M",NA,148,NA,"62557"
"D-M",NA,150,NA,"62558"
"G-M",NA,155,NA,"62559"
"D-M",NA,155,NA,"62560"
"D-M",NA,155,NA,"62561"
"D-M",NA,155,NA,"62562"
"D-M",NA,155,NA,"62563"
"D-M",NA,155,NA,"62564"
"D-M",NA,155,NA,"62565"
"D-M",NA,155,NA,"62566"
"D-M",NA,163,NA,"62567"
"D-M",NA,163,NA,"62568"
"D-M",NA,163,NA,"62569"
"D-M",NA,163,NA,"62570"
"D-M",NA,163,NA,"62571"
"D-M",NA,163,10,"62572"
"D-M",NA,170,4,"62573"
"D-M",NA,177,6,"62574"
"D-M",NA,177,5,"62575"
"D-M",NA,177,NA,"62576"
"D-M",NA,177,NA,"62577"
"D-M",-1.98,NA,NA,"62578"
"D-M",-2.03,NA,NA,"62579"
"L-M",-2.27,NA,NA,"62580"
"D-M",-2.3,NA,NA,"62581"
"D-M",-2.3,NA,NA,"62582"
"D-M",-2.3,NA,NA,"62583"
"E-F",NA,137,3,"62584"
"E-F",NA,155,2,"62585"
NA,NA,NA,NA,"62585 A"
"E-F",NA,156,8,"62586"
"E-F",NA,158,6,"62587"
"E-F",NA,138,NA,"62588"
"E-F",NA,160,2,"62588 A"
"E-F",NA,161,1,"62588 B"
"E-F",NA,165,3,"62589"
"E-F",NA,177,3,"62590"
"F-M",NA,138,1,"62591"
"F-M",NA,188,8,"62592"
"F-M",NA,190,2,"62593"
"F-M",NA,179,NA,"62593 A"
"F-M",NA,NA,NA,"62593 B"
"F-M",NA,NA,12,"62593 C"
"F-M",NA,NA,2,"62594"
"F-M",-3.75,NA,101,"62595"
NA,NA,NA,NA,"62596"
NA,NA,NA,NA,"62597"
NA,NA,NA,NA,"62598"
NA,NA,NA,NA,"62599"
NA,NA,NA,NA,"62600"
NA,NA,NA,NA,"62601"
NA,NA,NA,NA,"62602"
NA,NA,NA,NA,"62603"
NA,NA,NA,NA,"62604"
NA,NA,NA,NA,"62605"
NA,NA,NA,NA,"62606"
NA,NA,NA,NA,"62607"
NA,NA,NA,NA,"62608"
NA,NA,NA,NA,"62609"
NA,NA,NA,NA,"62610"
NA,NA,NA,NA,"62611"
NA,NA,NA,NA,"62612"
NA,NA,NA,NA,"62613"
NA,NA,NA,NA,"62614"
NA,NA,NA,NA,"62615"
NA,NA,NA,NA,"62616"
NA,NA,NA,NA,"62617"
NA,NA,NA,NA,"62618"
NA,NA,NA,NA,"62619"
NA,NA,NA,NA,"62620"
NA,NA,NA,NA,"62621"
NA,NA,NA,NA,"62622"
NA,NA,NA,NA,"62623"
NA,NA,NA,NA,"62624"
NA,NA,NA,NA,"62625"
NA,NA,NA,NA,"62626"
NA,NA,NA,NA,"62627"
NA,NA,NA,NA,"62628"
NA,NA,NA,NA,"62629"
NA,NA,NA,NA,"62630"
NA,NA,NA,NA,"62631"
NA,NA,NA,NA,"62540 A"
NA,NA,NA,NA,"62473 A"
NA,NA,NA,NA,"62632"
NA,NA,NA,NA,"62633"
NA,NA,NA,NA,"62527"
NA,NA,NA,NA,"62585"
NA,NA,NA,NA,"62462"
NA,NA,NA,NA,"62474 A"
NA,NA,NA,NA,"62634"
NA,NA,NA,NA,"62635"
NA,NA,NA,NA,"62636"
NA,NA,NA,NA,"62637"
NA,NA,NA,NA,"62710"
NA,NA,NA,NA,"62711"
NA,NA,NA,NA,"62712"
NA,NA,NA,NA,"73609"
NA,NA,NA,NA,"73610"
NA,NA,NA,NA,"73611"
NA,NA,NA,NA,"80313"
NA,NA,NA,NA,"80314"
NA,NA,NA,NA,"80348"
NA,NA,NA,NA,"80349"
NA,NA,NA,NA,"80350"
NA,NA,NA,NA,"80351"
NA,NA,NA,NA,"80352"
NA,NA,NA,NA,"80353"
NA,NA,NA,NA,"80354"
NA,NA,NA,NA,"80355"
NA,NA,NA,NA,"80356"
NA,NA,NA,NA,"80357"
NA,NA,NA,NA,"80358"
NA,NA,NA,NA,"80359"
NA,NA,NA,NA,"80360"
NA,NA,NA,NA,"80361"
NA,NA,NA,NA,"80362"
NA,NA,NA,NA,"80363"
NA,NA,NA,NA,"80364"
NA,NA,NA,NA,"80365"
NA,NA,NA,NA,"80366"
NA,NA,NA,NA,"80367"
NA,NA,NA,NA,"80368"
NA,NA,NA,NA,"80369"
NA,NA,NA,NA,"82515"
NA,NA,NA,NA,"82516"
